melid,filename_sv,filename_solo,solotime,solostart_sec,status,trackid
214,JohnAbercrombie_Ralph'sPianoWaltz_FINAL.sv,JohnAbercrombie_Ralph'sPianoWaltz_Solo,01:05-02:23,62.3706,FINAL,190
215,JohnColtrane_26-2_FINAL.sv,JohnColtrane_26-2_Solo,00:39-03:18,35.5215,FINAL,191
216,JohnColtrane_Bessie'sBlues_FINAL.sv,JohnColtrane_Bessie'sBlues_Solo,,89.8932,FINAL,192
217,JohnColtrane_BluesByFive_FINAL.sv,JohnColtrane_BluesByFive_Solo,03:09-05:01,183.9316,FINAL,193
218,JohnColtrane_BlueTrain_FINAL.sv,JohnColtrane_BlueTrain_Solo,00:37-03:24,35.5858,FINAL,95
219,JohnColtrane_BodyAndSoul_AlternateTake_FINAL.sv,JohnColtrane_BodyAndSoul_AlternateTake_Solo,00:28-02:20,18.3529,FINAL,194
220,JohnColtrane_BodyAndSoul_FINAL.sv,JohnColtrane_BodyAndSoul_Solo,00:14-02:04,10.3624,FINAL,195
221,JohnColtrane_Countdown_FINAL.sv,JohnColtrane_Countdown_Solo,00:23-01:53,22.2414,FINAL,196
222,JohnColtrane_GiantSteps-1_FINAL.sv,JohnColtrane_GiantSteps-1_Solo,00:26-02:54,23.5175,FINAL,197
223,JohnColtrane_GiantSteps-2_FINAL.sv,JohnColtrane_GiantSteps-2_Solo,03:44-04:10,221.1068,FINAL,197
224,JohnColtrane_Impressions_1961_FINAL.sv,JohnColtrane_Impressions_1961_Solo,00:30-14:00,26.3846,FINAL,198
225,JohnColtrane_Impressions_1963_FINAL.sv,JohnColtrane_Impressions_1963_Solo,00:00-06:37,299.9978,FINAL,199
226,JohnColtrane_Mr.P.C._FINAL.sv,JohnColtrane_Mr.P.C._Solo,00:22-03:22,20.1479,FINAL,200
227,JohnColtrane_MyFavoriteThings-1_FINAL.sv,JohnColtrane_MyFavoriteThings-1_Solo,07:27-09:43,439.5693,FINAL,201
228,JohnColtrane_MyFavoriteThings-2_FINAL.sv,JohnColtrane_MyFavoriteThings-2_Solo,10:00-02:17,596.5153,FINAL,201
229,JohnColtrane_NatureBoy_FINAL.sv,JohnColtrane_NatureBoy_Solo,01:50-06:05,109.0341,FINAL,202
230,JohnColtrane_Nutty_FINAL.sv,JohnColtrane_Nutty_Solo,,54.2104,FINAL,203
231,JohnColtrane_Oleo_FINAL.sv,JohnColtrane_Oleo_Solo,01:28-03:22,85.1421,FINAL,204
232,JohnColtrane_Soultrane_FINAL.sv,JohnColtrane_Soultrane_Solo,,101.8781,FINAL,205
233,JohnColtrane_SoWhat_FINAL.sv,JohnColtrane_SoWhat_Solo,03:22-05:10,200.065,FINAL,43
234,JohnColtrane_Trane'sBlues_FINAL.sv,JohnColtrane_Trane'sBlues_Solo,,129.43,FINAL,206
235,JohnnyDodds_GotNoBlues_FINAL.sv,JohnnyDodds_GotNoBlues_Solo,02:00-02:26,116.9937,FINAL,207
236,JohnnyDodds_HeebieJeebies_FINAL.sv,JohnnyDodds_HeebieJeebies_Solo,00:55- 01:21,51.7608,FINAL,208
237,JohnnyDodds_HotterThanThat_FINAL.sv,JohnnyDodds_HotterThanThat_Solo,00:43-01:19,40.5621,FINAL,209
238,JohnnyDodds_MuskratRamble_FINAL.sv,JohnnyDodds_MuskratRamble_Solo,01:23-01:44,81.6711,FINAL,210
239,JohnnyDodds_MyHeart_FINAL.sv,JohnnyDodds_MyHeart_Solo,01:01-01:23,58.1175,FINAL,211
240,JohnnyDodds_OnceInAWhile_FINAL.sv,JohnnyDodds_OnceInAWhile_Solo,01:56-02:31,111.5527,FINAL,212
241,JohnnyHodges_Bunny_FINAL.sv,JohnnyHodges_Bunny_Solo,01:16-02:23,68.9726,FINAL,152
242,JohnnyHodges_EarlyMorningRock_FINAL.sv,JohnnyHodges_EarlyMorningRock_Solo,,50.399,FINAL,213
243,JoshuaRedman_BluesOnSunday_FINAL.sv,JoshuaRedman_BluesOnSunday_Solo,00:44-02:55,38.3377,FINAL,214
244,JoshuaRedman_HomeFries_FINAL.sv,JoshuaRedman_HomeFries_Solo,00:41-02:51,40.2341,FINAL,215
245,JoshuaRedman_IGotYou_FINAL.sv,JoshuaRedman_IGotYou_Solo,01:25-02:27,83.2383,FINAL,216
246,JoshuaRedman_SweetSorrow_FINAL.sv,JoshuaRedman_SweetSorrow_Solo,03:00-05:42,177.9885,FINAL,217
247,JoshuaRedman_TearsInHeaven_FINAL.sv,JoshuaRedman_TearsInHeaven_Solo,01:02-02:44,62.3698,FINAL,218
248,KaiWinding_Tiny'sBlues_FINAL.sv,KaiWinding_Tiny'sBlues_Solo,01:41-02:46,97.7332,FINAL,219
249,KennyDorham_BluesInBe-Bop_FINAL.sv,KennyDorham_BluesInBe-Bop_Solo,01:21-01:53,79.2025,FINAL,220
250,KennyDorham_Doodlin'_FINAL.sv,KennyDorham_Doodlin'_Solo,03:33-04:46,207.1413,FINAL,158
251,KennyDorham_In'NOut_FINAL.sv,KennyDorham_In'NOut_Solo,06:30-08:30,387.7952,FINAL,176
252,KennyDorham_LadyBird_FINAL.sv,KennyDorham_LadyBird_Solo,00:45-02:17,39.341,FINAL,159
253,KennyDorham_PrinceAlbert_FINAL.sv,KennyDorham_PrinceAlbert_Solo,01:09-04:02,64.204,FINAL,221
254,KennyDorham_Punjab_FINAL.sv,KennyDorham_Punjab_Solo,03:25-05:17,201.8024,FINAL,178
255,KennyDorham_Serenity_FINAL.sv,KennyDorham_Serenity_Solo,01:29-03:16,39.858,FINAL,179
256,KennyGarrett_BrotherHubbard-1_FINAL.sv,KennyGarrett_BrotherHubbard-1_Solo,01:42-03:04,98.5648,FINAL,222
257,KennyGarrett_BrotherHubbard-2_FINAL.sv,KennyGarrett_BrotherHubbard-2_Solo,04:38-06:10,276.6137,FINAL,222
258,KennyWheeler_DoubleVision_FINAL.sv,KennyWheeler_DoubleVision_Solo,00:46-2:15,40.5458,FINAL,223
259,KennyWheeler_PassItOn_FINAL.sv,KennyWheeler_PassItOn_Solo,04:00-05:12,234.2874,FINAL,224
260,KennyWheeler_SlippedAgain_FINAL.sv,KennyWheeler_SlippedAgain_Solo,02:09-03:13,125.6953,FINAL,225
261,KidOry_GotNoBlues_FINAL.sv,KidOry_GotNoBlues_Solo,02:26-02:54,144.9384,FINAL,207
262,KidOry_GutBucketBlues_FINAL.sv,KidOry_GutBucketBlues_Solo,01:18-01:35,73.4122,FINAL,226
263,KidOry_MuskratRamble_FINAL.sv,KidOry_MuskratRamble_Solo,00:43-01:01,40.6541,FINAL,210
264,KidOry_SavoyBlues_FINAL.sv,KidOry_SavoyBlues_Solo,02:15-02:37,131.6453,FINAL,227
265,KidOry_Who'sIt_FINAL.sv,KidOry_Who'sit_Solo,00:36-01:12,33.9691,FINAL,228
266,LeeKonitz_AllTheThingsYouAre_FINAL.sv,LeeKonitz_AllTheThingsYouAre_Solo,00:29-02:59,18.6419,FINAL,229
267,LeeKonitz_BopGoesToLeesel_FINAL.sv,LeeKonitz_BopGoesToLeesel_Solo,00:25-01:42,20.1892,FINAL,230
268,LeeKonitz_Crosscurrent_FINAL.sv,LeeKonitz_Crosscurrent_Solo,01:00-01:30,56.3522,FINAL,231
269,LeeKonitz_I'llRememberApril_FINAL.sv,LeeKonitz_I'llRememberApril_Solo,02:40-05:14,154.8868,FINAL,232
270,LeeKonitz_Marshmallow_FINAL.sv,LeeKonitz_Marshmallow_Solo,,51.4707,FINAL,233
271,LeeKonitz_MeanToMe_FINAL.sv,LeeKonitz_MeanToMe_Solo,00:25-02:45,14.9303,FINAL,234
272,LeeKonitz_Tautology_FINAL.sv,LeeKonitz_Tautology_Solo,,25.0,FINAL,235
273,LeeKonitz_Wow-1_FINAL.sv,LeeKonitz_Wow-1_Solo,00:46-01:06,41.6073,FINAL,236
274,LeeMorgan_BlueTrain_FINAL.sv,LeeMorgan_BlueTrain_Solo,03:23-05:13,202.1876,FINAL,95
275,LeeMorgan_JustOneOfThoseThings_FINAL.sv,LeeMorgan_JustOneOfThoseThings_Solo,,163.8063,FINAL,237
276,LeeMorgan_TheSidewinder_FINAL.sv,LeeMorgan_TheSidewinder_Solo,,106.4752,FINAL,180
277,LeeMorgan_TotemPole_FINAL.sv,LeeMorgan_TotemPole_Solo,,78.725,FINAL,181
278,LesterYoung_AfterTheatreJump_FINAL.sv,LesterYoung_AfterTheatreJump_Solo,02:15-03:43,131.1435,FINAL,39
279,LesterYoung_BodyAndSoul_FINAL.sv,LesterYoung_BodyAndSoul_Solo,00:00-01:45,5.5748,FINAL,238
280,LesterYoung_D.B.Blues_FINAL.sv,LesterYoung_D.B.Blues_Solo,00:00-01:11,0.0,FINAL,239
281,LesterYoung_DestinationK.C._FINAL.sv,LesterYoung_DestinationK.C._Solo,02:11-03:14,127.5715,FINAL,40
282,LesterYoung_Dickie'sDream_FINAL.sv,LesterYoung_Dickie'sDream_Solo,01:11-01:45,65.1936,FINAL,41
283,LesterYoung_LesterLeapsIn_FINAL.sv,LesterYoung_LesterLeapsIn_Solo,00:34-01:35,28.896,FINAL,240
284,LesterYoung_SixCatsAndAPrince_FINAL.sv,LesterYoung_SixCatsAndAPrince_Solo,01:46-02:57,103.5366,FINAL,120
285,LionelHampton_Avalon_FINAL.sv,LionelHampton_Avalon_Solo,01:39-02:10,94.6809,FINAL,11
286,LionelHampton_Dinah_FINAL.sv,LionelHampton_Dinah_Solo,,78.279,FINAL,241
287,LionelHampton_HighSociety_FINAL.sv,LionelHampton_HighSociety_Solo,,63.2331,FINAL,242
288,LionelHampton_MemoriesOfYou_FINAL.sv,LionelHampton_MemoriesOfYou_Solo,,93.1725,FINAL,243
289,LionelHampton_Runnin'Wild_FINAL.sv,LionelHampton_Runnin'Wild_Solo,01:39- 02:04,93.4588,FINAL,14
290,LionelHampton_Whispering_FINAL.sv,LionelHampton_Whispering_Solo,01:25- 02:03,80.2886,FINAL,16
291,LouisArmstrong_BasinStreetBlues_FINAL.sv,LouisArmstrong_BasinStreetBlues_Solo,02:02-03:08,119.0922,FINAL,244
292,LouisArmstrong_BigButterAndEggMan_FINAL.sv,LouisArmstrong_BigButterAndEggMan_Solo,01:57- 02:37,114.6454,FINAL,245
293,LouisArmstrong_CornetChopSuey_FINAL.sv,LouisArmstrong_CornetChopSuey_Solo,01:41- 02:01,98.1005,FINAL,246
294,LouisArmstrong_GotNoBlues_FINAL.sv,LouisArmstrong_GotNoBlues_Solo,01:03-02:00,59.9266,FINAL,207
295,LouisArmstrong_GutBucketBlues_FINAL.sv,LouisArmstrong_GutBucketBlues_Solo,01:55-02:15,113.46,FINAL,226
296,LouisArmstrong_MuskratRamble_FINAL.sv,LouisArmstrong_MuskratRamble_Solo,01:01-01:23,59.7534,FINAL,210
297,LouisArmstrong_OnceInAWhile_FINAL.sv,LouisArmstrong_OnceInAWhile_Solo,02:34-03:12,148.9264,FINAL,212
298,LouisArmstrong_SavoyBlues_FINAL.sv,LouisArmstrong_SavoyBlues_Solo,01:28-02:14,85.5213,FINAL,227
299,MichaelBrecker_CabinFever_FINAL.sv,MichaelBrecker_CabinFever_Solo,,31.9305,FINAL,247
300,MichaelBrecker_Confirmation_FINAL.sv,MichaelBrecker_Confirmation_Solo,00:39-05:29,36.3926,FINAL,248
301,MichaelBrecker_DeltaCityBlues_FINAL.sv,MichaelBrecker_DeltaCityBlues_Solo,02:36-04:01,151.961,FINAL,249
302,MichaelBrecker_IMeanYou_FINAL.sv,MichaelBrecker_IMeanYou_Solo,,50.8682,FINAL,250
303,MichaelBrecker_MidnightVoyage_FINAL.sv,MichaelBrecker_MidnightVoyage_Solo,01:17-03:51,73.9993,FINAL,251
304,MichaelBrecker_NakedSoul_FINAL.sv,MichaelBrecker_NakedSoul_Solo,,115.6765,FINAL,252
305,MichaelBrecker_NeverAlone_FINAL.sv,MichaelBrecker_NeverAlone_Solo,02:05-03:37,119.4731,FINAL,253
306,MichaelBrecker_NothingPersonal_FINAL.sv,MichaelBrecker_NothingPersonal_Solo,02:22-04:23,139.3844,FINAL,254
307,MichaelBrecker_Peep_FINAL.sv,MichaelBrecker_Peep_Solo,00:25-02:09,125.6502,FINAL,255
308,MichaelBrecker_SongForBilbao_FINAL.sv,MichaelBrecker_SongForBilbao_Solo,,60.6198,FINAL,256
309,MilesDavis_Agitation_FINAL.sv,MilesDavis_Agitation_Solo,,352.5,FINAL,163
310,MilesDavis_Airegin_FINAL.sv,MilesDavis_Airegin_Solo,00:45-02:45,44.2057,FINAL,257
311,MilesDavis_BitchesBrew-1_FINAL.sv,MilesDavis_BitchesBrew-1_Solo,,226.7948,FINAL,258
312,MilesDavis_BitchesBrew-2_FINAL.sv,MilesDavis_BitchesBrew-2_Solo,,523.8805,FINAL,258
313,MilesDavis_BluesByFive_FINAL.sv,MilesDavis_BluesByFive_Solo,00:56-03:07,53.8482,FINAL,193
314,MilesDavis_Dolores_FINAL.sv,MilesDavis_Dolores_Solo,00:34-01:56,30.1522,FINAL,164
315,MilesDavis_E.S.P._FINAL.sv,MilesDavis_E.S.P._Solo,01:24-04:04,78.4977,FINAL,259
316,MilesDavis_Eighty-One_FINAL.sv,MilesDavis_Eighty-One_Solo,00:44-02:48,35.3742,FINAL,260
317,MilesDavis_K.C.Blues_FINAL.sv,MilesDavis_K.C.Blues_Solo,,78.17,FINAL,53
318,MilesDavis_MilesRunsTheVoodooDown-1_FINAL.sv,MilesDavis_MilesRunsTheVoodooDown-1_Solo,,24.6557,FINAL,261
319,MilesDavis_MilesRunsTheVoodooDown-2_FINAL.sv,MilesDavis_MilesRunsTheVoodooDown-2_Solo,,628.4515,FINAL,261
320,MilesDavis_Oleo-1_FINAL.sv,MilesDavis_Oleo-1_Solo,00:30-01:27,26.7269,FINAL,204
321,MilesDavis_Oleo-2_FINAL.sv,MilesDavis_Oleo-2_Solo,04:21-05:17,258.9859,FINAL,204
322,MilesDavis_Orbits_FINAL.sv,MilesDavis_Orbits_Solo,00:28-01:38,21.961,FINAL,167
323,MilesDavis_SoWhat_FINAL.sv,MilesDavis_SoWhat_Solo,01:30-03:22,87.0117,FINAL,43
324,MilesDavis_Trane'sBlues_FINAL.sv,MilesDavis_Trane'sBlues_Solo,,15.8893,FINAL,206
325,MilesDavis_TuneUp_FINAL.sv,MilesDavis_TuneUp_Solo,,25.107,FINAL,262
326,MilesDavis_VierdBlues_FINAL.sv,MilesDavis_VierdBlues_Solo,00:26-02:08,25.0493,FINAL,263
327,MilesDavis_Walkin'_FINAL.sv,MilesDavis_Walkin'_Solo,,54.1463,FINAL,174
328,MiltJackson_AllTheThingsYouAre_FINAL.sv,MiltJackson_AllTheThingsYouAre_Solo,01:25-02:20,79.7524,FINAL,264
329,MiltJackson_Bag'sGroove_FINAL.sv,MiltJackson_Bag'sGroove_Solo,00:34-01:09,29.6313,FINAL,265
330,MiltJackson_BemshaSwing_FINAL.sv,MiltJackson_BemshaSwing_Solo,,209.0,FINAL,266
331,MiltJackson_Don'tGetAroundMuchAnymore_FINAL.sv,MiltJackson_Don'tGetAroundMuchAnymore_Solo,01:28-02:10,84.9785,FINAL,267
332,MiltJackson_SoftlyAsInAMorningSunrise_FINAL.sv,MiltJackson_SoftlyAsInAMorningSunrise_Solo,01:05-03:56,61.7632,FINAL,268
333,MiltJackson_What'sNew_FINAL.sv,MiltJackson_What'sNew_Solo,01:57-02:45,113.6161,FINAL,269
334,NatAdderley_BohemiaAfterDark_FINAL.sv,NatAdderley_BohemiaAfterDark_Solo,02:13-03:31,129.3797,FINAL,270
335,NatAdderley_WorkSong_FINAL.sv,NatAdderley_WorkSong_Solo,02:27-03:44,145.7931,FINAL,46
336,OrnetteColeman_BirdFood_FINAL.sv,OrnetteColeman_BirdFood_Solo,02:48-04:46,163.6078,FINAL,271
337,OrnetteColeman_Chronology_FINAL.sv,OrnetteColeman_Chronology_Solo,02:44-05:25,158.8217,FINAL,272
338,OrnetteColeman_Congeniality_FINAL.sv,OrnetteColeman_Congeniality_Solo,00:57-03:46,52.1815,FINAL,273
339,OrnetteColeman_Peace_FINAL.sv,OrnetteColeman_Peace_Solo,01:39-04:26,89.3349,FINAL,274
340,OrnetteColeman_Ramblin'_FINAL.sv,OrnetteColeman_Ramblin'_Solo,00:45-02:57,35.4677,FINAL,275
341,PatMartino_AlongCameBetty_FINAL.sv,PatMartino_AlongCameBetty_Solo,01:00-03:06,56.567,FINAL,276
342,PatMetheny_AllTheThingsYouAre_FINAL.sv,PatMetheny_AllTheThingsYouAre_Solo,00:27-03:18,22.8635,FINAL,277
343,PatMetheny_CabinFever_FINAL.sv,MichaelBrecker_CabinFever_Solo,03:14-04:27,190.7249,FINAL,278
344,PatMetheny_MidnightVoyage_FINAL.sv,MichaelBrecker_MidnightVoyage_Solo,03:51-05:06,225.6606,FINAL,279
345,PatMetheny_NothingPersonal_FINAL.sv,MichaelBrecker_NothingPersonal_Solo,01:11-02:23,65.4991,FINAL,280
346,PaulDesmond_Alianca-1_FINAL.sv,PaulDesmond_Alianca-1_Solo,00:41-01:49,38.9893,FINAL,281
347,PaulDesmond_Alianca-2_FINAL.sv,PaulDesmond_Alianca-2_Solo,02:54-04:06,171.1541,FINAL,281
348,PaulDesmond_AloneTogether_FINAL.sv,PaulDesmond_AloneTogether_Solo,01:02-03:41,57.7512,FINAL,282
349,PaulDesmond_BlueRondoALaTurk_FINAL.sv,PaulDesmond_BlueRondoAlaTurk_Solo,,132.5404,FINAL,283
350,PaulDesmond_BossaAntigua_FINAL.sv,PaulDesmond_BossaAntigua_Solo,00:51-02:11,48.5095,FINAL,284
351,PaulDesmond_SambaCantina-1_FINAL.sv,PaulDesmond_SambaCantina-1_Solo,01:02-02:47,61.0356,FINAL,285
352,PaulDesmond_SambaCantina-2_FINAL.sv,PaulDesmond_SambaCantina-2_Solo,04:26-05:31,264.3866,FINAL,285
353,PaulDesmond_TheGirlFromEast9thStreet_FINAL.sv,PaulDesmond_TheGirlFromEast9thStreet_Solo,01:09-02:57,64.3323,FINAL,286
354,PepperAdams_ANightInTunisia_FINAL.sv,PepperAdams_ANightInTunisia_Solo,03:42-05:42,223.0924,FINAL,287
355,PepperAdams_EarlyMorningMood_FINAL.sv,PepperAdams_EarlyMorningMood_Solo,01:38-03:14,96.166,FINAL,288
356,PepperAdams_HowHighTheMoon_FINAL.sv,PepperAdams_HowHighTheMoon_Solo,01:08-01:41,62.5388,FINAL,289
357,PepperAdams_JustOneOfThoseThings_FINAL.sv,PepperAdams_JustOneOfThoseThings_Solo,01:07-02:48,64.0356,FINAL,237
358,PepperAdams_You'dBeSoNiceToComeHomeTo_FINAL.sv,PepperAdams_You'dBeSoNiceToComeHomeTo_Solo,02:13-02:57,128.9451,FINAL,290
359,PhilWoods_BeMyLove_FINAL.sv,PhilWoods_BeMyLove_Solo,,42.5722,FINAL,291
360,PhilWoods_CottonTail_FINAL.sv,PhilWoods_CottonTail_Solo,,99.7008,FINAL,292
361,PhilWoods_CrazyRhythm_FINAL.sv,PhilWoods_CrazyRhythm_Solo,,61.059,FINAL,293
362,PhilWoods_HoneysuckleRose_FINAL.sv,PhilWoods_HoneysuckleRose_Solo,,60.8323,FINAL,294
363,PhilWoods_OnASlowBoatToChina_FINAL.sv,PhilWoods_OnASlowBoatToChina_Solo,,33.9448,FINAL,295
364,PhilWoods_Strollin'WithPam_FINAL.sv,PhilWoods_Strollin'WithPam_Solo,,14.8252,FINAL,296
365,RedGarland_Oleo_FINAL.sv,RedGarland_Oleo_Solo,,195.5,FINAL,204
366,RexStewart_Perdido_FINAL.sv,RexStewart_Perdido_Solo,02:20-03:46,134.6739,FINAL,92
367,RoyEldridge_BodyAndSoul_FINAL.sv,RoyEldridge_BodyAndSoul_Solo,,101.7615,FINAL,79
368,RoyEldridge_KingDavid_FINAL.sv,RoyEldridge_KingDavid_Solo,02:01- 02:38,116.2724,FINAL,297
369,RoyEldridge_St.LouisBlues_FINAL.sv,RoyEldridge_St.LouisBlues_Solo,00:10-00:45;,7.7341,FINAL,298
370,RoyEldridge_TheGasser-1_FINAL.sv,RoyEldridge_TheGasser-1_Solo,00:00-01:10,0.0,FINAL,299
371,RoyEldridge_TheGasser-2_FINAL.sv,RoyEldridge_TheGasser-2_Solo,01:44-02:48,101.2395,FINAL,299
372,RoyEldridge_Undecided_FINAL.sv,RoyEldridge_Undecided_Solo,01:09-02:14,67.7447,FINAL,300
373,SidneyBechet_BabyWon'tYouPleaseComeHome_FINAL.sv,SidneyBechet_BabyWon'tYouPleaseComeHome_Solo,00:08-00:28,3.7006,FINAL,162
374,SidneyBechet_I'mComingVirginia_FINAL.sv,SidneyBechet_I'mComingVirginia_Solo,01:07-01:36,63.7016,FINAL,301
375,SidneyBechet_LimehouseBlues_FINAL.sv,SidneyBechet_LimehouseBlues_Solo,00:40-01:08,35.9832,FINAL,64
376,SidneyBechet_ReallyTheBlues_FINAL.sv,SidneyBechet_ReallyTheBlues_Solo,02:13-03:35,129.5385,FINAL,302
377,SidneyBechet_Summertime_FINAL.sv,SidneyBechet_Summertime_Solo,00:54-04:04,48.6751,FINAL,303
378,SonnyRollins_Airegin_FINAL.sv,SonnyRollins_Airegin_Solo,02:35-04:21,151.9415,FINAL,257
379,SonnyRollins_BlueSeven-1_FINAL.sv,SonnyRollins_BlueSeven-1_Solo,01:05-02:52,61.6541,FINAL,304
380,SonnyRollins_BlueSeven-2_FINAL.sv,SonnyRollins_BlueSeven-2_Solo,06:18-08:06,376.0099,FINAL,304
381,SonnyRollins_BlueSeven-3_FINAL.sv,SonnyRollins_BlueSeven-3_Solo,,593.1978,FINAL,304
382,SonnyRollins_I'llRememberApril_AlternateTake2_FINAL.sv,SonnyRollins_I'llRememberApril-AlternateTake2_Solo,03:04-04:23,-1.0,FINAL,83
383,SonnyRollins_Playin'InTheYard-1_FINAL.sv,SonnyRollins_Playin'InTheYard-1_Solo,00:50-02:07,46.8794,FINAL,305
384,SonnyRollins_Playin'InTheYard-2_FINAL.sv,SonnyRollins_Playin'InTheYard-2_Solo,09:06-10:08,542.2019,FINAL,305
385,SonnyRollins_St.Thomas-1_FINAL.sv,SonnyRollins_St.Thomas-1_Solo,00:55-02:28,49.9526,FINAL,306
386,SonnyRollins_St.Thomas-2_FINAL.sv,SonnyRollins_St.Thomas-2_Solo,03:53-05:02,230.3993,FINAL,306
387,SonnyRollins_TenorMadness_FINAL.sv,SonnyRollins_TenorMadness_Solo,02:11-04:26,128.679,FINAL,307
388,SonnyRollins_TheEverywhereCalypso-1_FINAL.sv,SonnyRollins_TheEverywhereCalypso-1_Solo,01:01-03:02,48.1723,FINAL,308
389,SonnyRollins_TheEverywhereCalypso-2_FINAL.sv,SonnyRollins_TheEverywhereCalypso-2_Solo,04:28-07:35,265.9533,FINAL,308
390,SonnyRollins_VierdBlues_FINAL.sv,SonnyRollins_VierdBlues_Solo,02:10-04:39,122.2983,FINAL,263
391,SonnyStitt_BlueMode_FINAL.sv,SonnyStitt_BlueMode_Solo,02:07-03:40,121.7127,FINAL,168
392,SonnyStitt_BluesInBe-Bop_FINAL.sv,SonnyStitt_BluesInBe-Bop_Solo,00:21-00:51,16.8062,FINAL,220
393,SonnyStitt_BodyAndSoul_FINAL.sv,SonnyStitt_BodyAndSoul_Solo,00:13-02:11,4.5745,FINAL,309
394,SonnyStitt_Elora_FINAL.sv,SonnyStitt_Elora_Solo,00:50-01:29,42.5471,FINAL,171
395,SonnyStitt_GoodKick_FINAL.sv,SonnyStitt_GoodKick_Solo,00:43-01:27,37.7329,FINAL,310
396,SonnyStitt_Teapot_FINAL.sv,SonnyStitt_Teapot_Solo,00:55-01:45,48.4942,FINAL,173
397,StanGetz_BluesInTheCloset_FINAL.sv,StanGetz_BluesInTheCloset_Solo,03:54-07:03,230.6855,FINAL,169
398,StanGetz_BodyAndSoul_FINAL.sv,StanGetz_BodyAndSoul_Solo,00:12-03:13,5.7417,FINAL,311
399,StanGetz_CrazyRhythm_FINAL.sv,StanGetz_CrazyRhythm_Solo,02:52-06:25,165.2447,FINAL,170
400,StanGetz_I'mGladThereIsYou_FINAL.sv,StanGetz_I'mGladThereIsYou_Solo,02:14-03:11,125.8055,FINAL,312
401,StanGetz_Insensatez_FINAL.sv,StanGetz_Insensatez_Solo,01:16-02:18,68.8534,FINAL,313
402,StanGetz_MyFunnyValentine_FINAL.sv,StanGetz_MyFunnyValentine_Solo,03:18-06:36,193.0724,FINAL,172
403,SteveColeman_Cross-Fade-1_FINAL.sv,SteveColeman_Cross-Fade-1_Solo,00:00-00:46,0.003,FINAL,314
404,SteveColeman_Cross-Fade-2_FINAL.sv,SteveColeman_Cross-Fade-2_Solo,01:00-01:17,58.4424,FINAL,314
405,SteveColeman_DoubleVision_FINAL.sv,SteveColeman_DoubleVision_Solo,02:54-05:56,169.532,FINAL,223
406,SteveColeman_PassItOn_FINAL.sv,SteveColeman_PassItOn_Solo,00:53-02:10,44.8141,FINAL,224
407,SteveColeman_Processional_FINAL.sv,SteveColeman_Processional_Solo,00:25-02:47,53.2007,FINAL,315
408,SteveColeman_Segment_FINAL.sv,SteveColeman_Segment_Solo,00:32-03:16,27.6429,FINAL,316
409,SteveColeman_SlippedAgain_FINAL.sv,SteveColeman_SlippedAgain_Solo,04:18-05:24,255.5877,FINAL,225
410,SteveColeman_TakeTheColtrane_FINAL.sv,SteveColeman_TakeTheColtrane_Solo,00:25-03:16,20.7821,FINAL,317
411,SteveColeman_TheOracle-1_FINAL.sv,SteveColeman_TheOracle-1_Solo,00:01-04:14,42.4996,FINAL,318
412,SteveColeman_TheOracle-2_FINAL.sv,SteveColeman_TheOracle-2_Solo,10:28-13:34,623.1535,FINAL,318
413,SteveLacy_AloneTogether_FINAL.sv,SteveLacy_AloneTogether_Solo,02:51-04:10,161.2993,FINAL,319
414,SteveLacy_AskMeNow_FINAL.sv,SteveLacy_AskMeNow_Solo,03:10-04:35,180.4052,FINAL,320
415,SteveLacy_EasyToLove_FINAL.sv,SteveLacy_EasyToLove_Solo,00:55-04:02,48.6756,FINAL,321
416,SteveLacy_Let'sCoolOne_FINAL.sv,SteveLacy_Let'sCoolOne_Solo,02:55-04:51,168.5392,FINAL,322
417,SteveLacy_Skippy_FINAL.sv,SteveLacy_Skippy_Solo,00:30-01:57,25.5832,FINAL,323
418,SteveLacy_Work_FINAL.sv,SteveLacy_Work_Solo,00:50-02:23,38.9539,FINAL,324
419,SteveTurre_DatDere_FINAL.sv,SteveTurre_DatDere_Solo,03:37-05:49,214.0285,FINAL,325
420,SteveTurre_IfIWereABell_FINAL.sv,SteveTurre_IfIWereABell_Solo,02:41-03:40,157.0007,FINAL,326
421,SteveTurre_Steve'sBlues_FINAL.sv,SteveTurre_Steve'sBlues_Solo,00:36-01:35,31.9483,FINAL,327
422,VonFreeman_PassItOn_FINAL.sv,VonFreeman_PassItOn_Solo,02:13-03:58,127.5039,FINAL,224
423,WarneMarsh_Crosscurrent_FINAL.sv,WarneMarsh_Crosscurrent_Solo,01:30-02:00,86.3902,FINAL,231
424,WarneMarsh_Tautology_FINAL.sv,WarneMarsh_Tautology_Solo,,85.0578,FINAL,235
425,WarneMarsh_Wow-1_FINAL.sv,WarneMarsh_Wow-1_Solo,01:27-01:51,84.6364,FINAL,236
426,WayneShorter_Adam'sApple_FINAL.sv,WayneShorter_Adam'sApple_Solo,01:21-03:35,78.4649,FINAL,328
427,WayneShorter_Dolores_FINAL.sv,WayneShorter_Dolores_Solo,01:57-03:10,111.8761,FINAL,164
428,WayneShorter_DownUnder_FINAL.sv,WayneShorter_DownUnder_Solo,01:37-02:23,94.4983,FINAL,96
429,WayneShorter_E.S.P._FINAL.sv,WayneShorter_E.S.P._Solo,00:29-01:24,21.8135,FINAL,259
